kind,iso3,operator,url
mobile,MOZ,Vodacom Moçambique,https://infromoz.com/tecnologia/pacotes-de-internet-vodacom-2026-precos-megas-e-codigos-de-ativacao/
mobile,MOZ,Movitel,https://timbu.com/mozambique/networks/movitel/dataplan
mobile,MOZ,Tmcel,https://www.tmcel.mz/
mobile,MRT,Moov Mauritel,https://are.mr/pdfs/tarifs_mauritel_juin_2025.pdf
mobile,MRT,Chinguitel,https://chinguitel.mr/
mobile,MRT,Mattel (Mauritania Telecom),https://are.mr/
mobile,MUS,Mauritius Telecom (Orange),https://www.myt.mu/mobile
mobile,MUS,Emtel,https://www.emtel.com/
mobile,MWI,TNM,https://en.wikipedia.org/wiki/Telekom_Networks_Malawi
mobile,MWI,Airtel Malawi,https://airtel.mw/
mobile,MYS,Maxis (Hotlink),https://malaysia4u.com/sim-card-guide
mobile,MYS,CelcomDigi,https://www.celcomdigi.com/prepaid
mobile,MYS,U-Mobile,https://www.u.com.my/en/personal/support/terms-conditions/prepaid/ultra-prepaid-data-plans
mobile,NAM,MTC Namibia,https://temovision.com/mtc-namibia-bundles/
mobile,NAM,TN Mobile (Telecom Namibia),https://en.wikipedia.org/wiki/Telecom_Namibia
mobile,NER,Moov Africa Niger,https://www.moov-africa.ne/espace-particulier/forfaits-internet/
mobile,NER,Orange Niger,https://vosreponses.com/meilleurs-forfaits-internet-au-niger-en-2025/
mobile,NER,Airtel Niger,https://www.airtel.ne/unlimited_packs
mobile,NGA,MTN Nigeria,https://mobility.com.ng/best-data-plans-in-nigeria-2026-updated-prices/
mobile,NGA,Airtel Nigeria,https://nigerianinformer.com/unlimited-data-plans-in-nigeria-prices-codes/
mobile,NGA,Glo (Globacom),https://www.shelaf.net/cheapest-data-plans-in-nigeria/
mobile,NIC,Claro,https://www.claro.com.ni/
mobile,NIC,Tigo,https://www.tigo.com.ni/
mobile,NIC,Cootel,https://cootel.com.ni
mobile,NLD,KPN,https://www.kpn.com
mobile,NLD,Vodafone,https://www.vodafone.nl
mobile,NLD,Odido,https://www.odido.nl
mobile,NOR,Telenor,https://www.telenor.no
mobile,NOR,Telia Norge,https://www.telia.no
mobile,NOR,Ice,https://www.ice.no
mobile,NPL,Ncell,https://www.ncell.com.np/en
mobile,NPL,Nepal Telecom (NTC),https://www.ntc.net.np/
mobile,NRU,Digicel,https://www.digicelpacific.com/mobile/nr/bundles
mobile,NZL,Spark,https://mobile-phones.co.nz/plans/unlimited-data/
mobile,NZL,One NZ,https://one.nz/prepay/
mobile,NZL,2degrees,https://www.2degrees.nz/prepay
mobile,OMN,Ooredoo Oman,https://gsmplans.com/plan/oman/ooredoo-oman-prepaid-plans/
mobile,OMN,Omantel,https://gsmplans.com/plan/oman/omantel-prepaid-plans-oman/
mobile,OMN,Friendi (MVNO),https://gsmplans.com/plan/oman/friendi-oman-prepaid-plans/
mobile,PAK,Jazz (Pakistan Mobile Communications),https://www.jazz.com.pk/
mobile,PAK,Zong (CMPak),https://www.zong.com.pk/
mobile,PAK,Ufone (PTCL Group),https://www.ufone.com/
mobile,PAN,Tigo,https://www.tigo.com.pa/
mobile,PAN,+Movil,https://plusmovil.com.pa/
mobile,PAN,Mas Movil,https://www.masmovil.com.pa/
mobile,PER,Movistar,https://www.movistar.com.pe
mobile,PER,Claro,https://www.claro.com.pe
mobile,PER,Bitel,https://www.bitel.com.pe
mobile,PHL,Globe,https://www.globe.com.ph/prepaid/gounli
mobile,PHL,PLDT (Smart),https://store.smart.com.ph/smart-bro/unli-999/
mobile,PHL,DITO,https://dito.ph/prepaid/unli5g/mechanics
mobile,PLW,PNCC (PalauCel),https://www.pnccpalau.com/products-and-services/palaucel
mobile,PNG,Digicel,https://www.digicelpacific.com/mobile/pg/bundles
mobile,PNG,Telikom PNG (bmobile-Vodafone),https://www.telikompng.com.pg/
mobile,PNG,Vodafone PNG (Digitec Communications),https://www.budde.com.au/Research/Papua-New-Guinea-Telecoms-Mobile-and-Broadband-Statistics-and-Analyses
mobile,POL,Orange Polska,https://www.orange.pl
mobile,POL,Play,https://www.play.pl
mobile,POL,T-Mobile Polska,https://www.t-mobile.pl
mobile,PRT,MEO,https://www.meo.pt
mobile,PRT,NOS,https://www.nos.pt
mobile,PRT,Vodafone Portugal,https://www.vodafone.pt
mobile,PRY,Tigo,https://www.tigo.com.py
mobile,PRY,Claro,https://www.claro.com.py
mobile,PRY,Personal,https://www.personal.com.py
mobile,QAT,Ooredoo,https://gsmplans.com/plan/qatar/ooredoo-qatar-prepaid-plans/
mobile,QAT,Vodafone Qatar,https://gsmplans.com/plan/qatar/vodafone-qatar-prepaid-plans/
mobile,ROU,Digi Mobile,https://www.digi.ro
mobile,ROU,Orange România,https://www.orange.ro
mobile,ROU,Vodafone România,https://www.vodafone.ro
mobile,RUS,MTS,https://www.mts.ru
mobile,RUS,MegaFon,https://www.megafon.ru
mobile,RUS,Beeline,https://www.beeline.ru
mobile,RWA,MTN Rwanda,https://timbu.com/rwanda/networks/mtn-rwanda/dataplan
mobile,RWA,Airtel Rwanda,https://www.airtel.co.rw/
mobile,SAU,STC,https://www.stc.com.sa/content/stc/sa/en/personal/mobile/quicknet/quicknet-prepaid.html
mobile,SAU,Mobily,https://saudiscoop.com/tech/mobily-internet-packages-prepaid-postpaid-ksa/
mobile,SAU,Zain,https://shop.sa.zain.com/en/product/prepaid-data
mobile,SAU,Salam,https://wikitechlibrary.com/salam-mobile-internet-packages-ksa/
mobile,SEN,Orange Sénégal,https://www.orange.sn/pass-internet
mobile,SEN,Yas Sénégal,https://prixdakar.com/les-tarifs-des-forfaits-internet-yas-senegal-une-connectivite-pour-tous-les-budgets/
mobile,SEN,Expresso Sénégal,https://prixdakar.com/les-forfaits-internet-dexpresso-senegal-des-offres-variees-et-accessibles/
mobile,SGP,Singtel,https://www.singtel.com/personal/products-services/mobile/prepaid-plans/data-plans
mobile,SGP,StarHub,https://www.starhub.com/personal/mobile/starhub-prepaid.html
mobile,SGP,M1,https://www.m1.com.sg/terms-and-conditions/m-card
mobile,SLB,Our Telekom,https://ourtelekom.com.sb/personal/prepaid-broadband
mobile,SLB,bmobile-Vodafone Solomon,https://bmobile.com.sb
mobile,SLE,Orange Sierra Leone,https://www.orange.sl/en/b2c-internet-personal/data-bundles-monthly.html
mobile,SLE,Africell Sierra Leone,https://salonekart.com/blog/africell-data-plans-sierra-leone-2026
mobile,SLE,Qcell Sierra Leone,https://www.qcell.sl/
mobile,SLV,Claro,https://www.claro.com.sv/
mobile,SLV,Tigo,https://www.tigo.com.sv/
mobile,SMR,TIM San Marino,https://www.telecomitalia.sm
mobile,SMR,TIM Italia,https://www.tim.it
mobile,SMR,WindTre,https://www.windtre.it
mobile,SRB,Telekom Srbija (mts),https://mts.rs
mobile,SRB,A1 Srbija,https://a1.rs
mobile,SRB,Yettel Serbia,https://www.yettel.rs
mobile,SSD,Zain South Sudan,https://www.zain.com/en/south-sudan/
mobile,STP,CST,https://www.telecomtrainer.com/list-of-mobile-operators-in-sao-tome-and-principe/
mobile,STP,Unitel STP,http://unitel.st/tarifarios.php
mobile,SUR,Digicel,https://www.digicelgroup.com
mobile,SUR,Telesur,https://www.telesur.sr
mobile,SVK,Orange Slovensko,https://en.wikipedia.org/wiki/Telecommunications_in_Slovakia
mobile,SVK,Slovak Telekom,https://en.wikipedia.org/wiki/Telecommunications_in_Slovakia
mobile,SVK,O2 Slovakia,https://en.wikipedia.org/wiki/Telecommunications_in_Slovakia
mobile,SVN,Telekom Slovenije,https://www.telekom.si
mobile,SVN,A1 Slovenija,https://www.a1.si
mobile,SVN,Telemach Slovenia,https://telemach.si
mobile,SWE,Telia,https://www.telia.se
mobile,SWE,Tele2,https://www.tele2.se
mobile,SWE,Telenor,https://www.telenor.se
mobile,SWZ,MTN Eswatini,https://www.mtn.co.sz/
mobile,SWZ,Eswatini Mobile,https://eswatinimobile.co.sz/
mobile,SYC,Airtel Seychelles,https://www.airtel.sc/
mobile,SYC,Cable & Wireless Seychelles,https://cwseychelles.com/
mobile,TCD,Tigo Chad (Millicom),https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-tchad/
mobile,TCD,Moov Africa Chad,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-tchad/
mobile,TCD,Salam Mobile,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-tchad/
mobile,TCD,Airtel Chad,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-tchad/
mobile,TGO,Yas Togo (ex-Togocom),https://vosreponses.com/comparer-les-operateurs-telephoniques-en-togo/
mobile,TGO,Moov Africa Togo,https://moov-africa.tg/particulier/forfait-izilarge/
mobile,TGO,Libercom,https://vosreponses.com/comparer-les-operateurs-telephoniques-en-togo/
mobile,THA,AIS,https://www.ais.th/en/consumers/package/international/tourist-plan
mobile,THA,TrueMove H,https://package.true.th/en/package/EbmQL/online-best-value
mobile,THA,dtac,https://www.dtac.co.th/en/prepaid
mobile,TJK,Tcell,https://www.budde.com.au/Research/Tajikistan-Telecoms-Mobile-and-Broadband-Statistics-and-Analyses
mobile,TJK,Babilon-Mobile,https://babilon-m.tj/tarif.php?id=3
mobile,TJK,ZET Mobile,https://mcc-mnc-lookup.com/country/tj
mobile,TKM,TMCELL (Altyn Asyr),https://www.communicationstoday.co.in/tm-cell-turkmentelekom-expand-internet-access-across-turkmenistan
mobile,TLS,Timor Telecom,https://www.timortelecom.tl/en
mobile,TON,Digicel Tonga,https://www.digicelpacific.com/mobile/to/bundles
mobile,TTO,TSTT,https://www.bcs.com.tt/
mobile,TTO,Digicel,https://www.digicelgroup.com/tt/en/
mobile,TUR,Turkcell,https://www.turkcell.com.tr/
mobile,TUR,Vodafone Turkey,https://www.vodafone.com/
mobile,TUR,Turk Telekom,https://en.wikipedia.org/wiki/T%C3%BCrk_Telekom
mobile,TUV,Tuvalu Telecom (TTC),https://tuvalutelecom.tv/mobile-broadband-plans
mobile,TZA,Vodacom Tanzania,https://timbu.com/tanzania/networks/vodacom/dataplan
mobile,TZA,Airtel Tanzania,https://pamojacompare.com/home-internet-in-2026/
mobile,TZA,Halotel,https://halotel.co.tz/
mobile,UGA,MTN Uganda,https://kompare.ug/data/mobile-internet-rates/
mobile,UGA,Airtel Uganda,https://kompare.ug/data/mobile-internet-rates/
mobile,UGA,Uganda Telecom (UTL),https://kompare.ug/data/mobile-internet-rates/
mobile,UKR,Kyivstar,https://www.kyivstar.ua
mobile,UKR,Vodafone Ukraine,https://www.vodafone.ua
mobile,UKR,lifecell,https://www.lifecell.ua
mobile,URY,Antel,https://www.antel.com.uy
mobile,URY,Movistar,https://www.movistar.com.uy
mobile,URY,Claro,https://www.claro.com.uy
mobile,USA,T-Mobile,https://www.t-mobile.com/cell-phone-plans
mobile,USA,AT&T,https://www.att.com/plans/unlimited-data-plans/
mobile,USA,Verizon,https://www.verizon.com/prepaid/
mobile,USA,Mint Mobile,https://www.mintmobile.com/
mobile,UZB,Ucell (COSCOM),https://ucell.uz/en/tariffs
mobile,UZB,Beeline Uzbekistan,https://beeline.uz/en
mobile,UZB,Mobiuz,https://www.mobi.uz/
mobile,VAT,TIM Italia,https://www.tim.it
mobile,VAT,Vodafone Italia,https://www.vodafone.it
mobile,VAT,WindTre,https://www.windtre.it
mobile,VCT,Flow,https://www.flowvinci.com/
mobile,VCT,Digicel,https://www.digicelgroup.com/
mobile,VEN,Digitel,https://2001online.com/servicios/movistar-y-digitel-ajustan-tarifas-de-sus-planes-montos-actualizados-al-3-de-agosto-202683800
mobile,VEN,Movilnet,http://www.movilnet.com.ve
mobile,VEN,Movistar,https://elestimulo.com/elinteres/tu-bolsillo/2026-09-01/planes-movistar-precios/
mobile,VNM,Viettel,https://www.viettel.com.vn/
mobile,VNM,VinaPhone (VNPT),https://vnptmedia.vn/english/news/202505/vnpt-launches-internet-package-with-minimum-speed-of-300-mbps-28f5669
mobile,VNM,MobiFone,https://mobifone.vn/
mobile,VUT,Digicel,https://www.digicelpacific.com/mobile/vu/bundles
mobile,VUT,Vodafone Vanuatu (TVL),https://vodafone.com.vu/
mobile,WSM,Digicel,https://www.digicelpacific.com/mobile/ws/bundles
mobile,WSM,Vodafone Samoa,https://vodafone.com.ws/prepaid/
mobile,ZAF,Vodacom,https://priceguide.co.za/data-bundle-prices-in-south-africa-mtn-vs-vodacom-vs-cell-c-vs-telkom/
mobile,ZAF,MTN South Africa,https://www.datadeals.co.za/unlimited/
mobile,ZAF,Cell C,https://www.cellc.co.za/cellc/get-fwa
mobile,ZMB,Zamtel,https://zamcompare.com/best-data-bundles-zambia-2026/
mobile,ZMB,Airtel Zambia,https://zamcompare.com/best-data-bundles-zambia-2026/
mobile,ZMB,MTN Zambia,https://zamcompare.com/best-data-bundles-zambia-2026/
mobile,ZWE,Econet Wireless,https://www.econet.co.zw/usd-data-bundles/
mobile,ZWE,NetOne,https://www.netone.co.zw/
mobile,ZWE,Telecel Zimbabwe,https://en.wikipedia.org/wiki/Telecel_Zimbabwe
